"","Cube","IncTime","LC","Pond","NutRat","VitAdd","Year","P_F_B","P_Fm_B","P_Fm.F_B","P_Y_B","P_FvFM_B","P_Chl_B","P_F_G","P_Fm_G","P_Fm.F_G","P_Y_G","P_FvFM_G","P_Chl_G","P_F_Br","P_Fm_Br","P_Fm.F_Br","P_Y_Br","P_FvFM_Br","P_Chl_Br","P_F_PE","P_Fm_PE","P_Fm.F_PE","P_Y_PE","P_FvFM_PE","P_Chl_PE","P_F_E_B","P_Fm_E_B","P_Fm.F_E_B","P_Y_E_B","P_FvFM_E_B","P_Chl_E_B","P_F_E_G","P_Fm_E_G","P_Fm.F_E_G","P_Y_E_G","P_FvFM_E_G","P_Chl_E_G","P_F_E_Br","P_Fm_E_Br","P_Fm.F_E_Br","P_Y_E_Br","P_FvFM_E_Br","P_Chl_E_Br","P_F_E_PE","P_Fm_E_PE","P_Fm.F_E_PE","P_Y_E_PE","P_FvFM_E_PE","P_Chl_E_PE","L_TDN","L_TN","L_TDP","L_TP","L_DP","L_NH4","L_NOX","PP","Chl_445","EA_N","EA_C","Constant1","P_Chl_Total","Prop_Chl_B","Prop_Chl_G","Prop_Chl_Br","Prop_Chl_PE","Perc_Chl_B","Perc_Chl_G","Perc_Chl_Br","Perc_Chl_PE","PP1","CNRatio","CPRatio","NPRatio","CNPRatio","CPRatio1","NPRatio1","CNPRatio1"
"42","42",48,6,14,55,"yes","2022",0,0,0,0,0,0,3289,8218,4927,0.6,0.6,64.3,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",373,881,53.3,103.5,24.3,6.26,-1.07,0.052178032,51.369856,0.313162543,3.824974895,1,64.3,0,1,0,0,0,100,0,0,0.052178032,12.2140242519362,73.3062315382075,6.00180825141125,"73.3062315382075:6.00180825141125:1",73.3062315382075,6.00180825141125,"73.3062315382075:6.00180825141125:1"
"43","43",48,7,14,110,"no","2022",2343,2524,178,0.07,0.07,57.2,1538,2294,724,0.32,0.32,45.1,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",7350,8030,25.9,54.3,4.45,19.1,5140,0.049139565,83.538033,0.589783043,4.492622614,1,102.3,0.559139784946237,0.440860215053763,0,0,55.9139784946236,44.0860215053763,0,0,0.049139565,7.61741570450678,91.4257709444518,12.0022031737562,"91.4257709444518:12.0022031737562:1",91.4257709444518,12.0022031737562,"91.4257709444518:12.0022031737562:1"
"44","44",48,7,14,110,"no","2022",2244,2403,158,0.07,0.07,54.8,1569,2284,704,0.31,0.31,46,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",7440,8280,24.8,57.1,3.71,24,5180,0.055981744,72.956338,0.689292178,5.696812272,1,100.8,0.543650793650794,0.456349206349206,0,0,54.3650793650794,45.6349206349206,0,0,0.055981744,8.26472786696848,101.761964972009,12.3128028665917,"101.761964972009:12.3128028665917:1",101.761964972009,12.3128028665917,"101.761964972009:12.3128028665917:1"
"45","45",48,7,14,110,"no","2022",1963,2127,164,0.08,0.08,71.9,1515,2766,1140,0.41,0.41,66.6,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",7310,8050,19.1,80.4,4.55,39.5,5140,0.06579487,74.113102,1.138445884,9.319588542,1,138.5,0.51913357400722,0.48086642599278,0,0,51.913357400722,48.086642599278,0,0,0.06579487,8.18623763586816,141.646127456441,17.3029581789583,"141.646127456441:17.3029581789583:1",141.646127456441,17.3029581789583,"141.646127456441:17.3029581789583:1"
"46","46",48,7,14,110,"yes","2022",1493,1569,75,0.05,0.05,54.7,847,1200,352,0.29,0.29,37.2,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",6150,8240,20.4,52.2,4.25,15.1,4560,0.051737079,67.49306,0.686478466,4.784867764,1,91.9,0.595212187159956,0.404787812840044,0,0,59.5212187159957,40.4787812840043,0,0,0.051737079,6.97016439842703,92.4843044192735,13.268597285904,"92.4843044192735:13.268597285904:1",92.4843044192735,13.268597285904,"92.4843044192735:13.268597285904:1"
"47","47",48,7,14,110,"yes","2022",2358,2563,203,0.08,0.08,57.6,1609,2204,610,0.28,0.28,47.2,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",7270,8450,21.8,58.8,4.36,24.5,5120,0.052147772,59.873009,0.73280327,4.930166602,1,104.8,0.549618320610687,0.450381679389313,0,0,54.9618320610687,45.0381679389313,0,0,0.052147772,6.72781741544357,94.5422289949415,14.0524367944234,"94.5422289949415:14.0524367944234:1",94.5422289949415,14.0524367944234,"94.5422289949415:14.0524367944234:1"
"48","48",48,7,14,110,"yes","2022",2464,2686,180,0.07,0.07,60.2,1537,2166,631,0.29,0.29,45,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",7370,8430,20.2,62.6,3.15,16.8,5170,0.04890786,61.175101,0.761982128,5.458676815,1,105.2,0.572243346007605,0.427756653992395,0,0,57.2243346007605,42.7756653992395,0,0,0.04890786,7.16378588737714,111.611442721068,15.5799523430385,"111.611442721068:15.5799523430385:1",111.611442721068,15.5799523430385,"111.611442721068:15.5799523430385:1"
"49","49",48,8,14,2.2,"no","2022",1880,2707,813,0.3,0.3,13.6,879,1505,643,0.43,0.43,7.6,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",12800,13300,14.7,19.6,3.07,361,7580,0.020501585,21.642076,0.265308172,1.95257321,1,21.2,0.641509433962264,0.358490566037736,0,0,64.1509433962264,35.8490566037736,0,0,0.020501585,7.35964216737357,95.2401099719851,12.9408614992451,"95.2401099719851:12.9408614992451:1",95.2401099719851,12.9408614992451,"95.2401099719851:12.9408614992451:1"
"50","50",48,8,14,2.2,"no","2022",2005,2687,693,0.26,0.26,14.5,890,1582,656,0.41,0.41,7.7,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",12800,13300,15.2,17,4.82,359,7600,0.023627416,23.813499,0.215013288,1.562085748,1,22.2,0.653153153153153,0.346846846846847,0,0,65.3153153153153,34.6846846846847,0,0,0.023627416,7.26506609210125,66.1132706174894,9.10016093169054,"66.1132706174894:9.10016093169054:1",66.1132706174894,9.10016093169054,"66.1132706174894:9.10016093169054:1"
"51","51",48,8,14,2.2,"no","2022",2043,2973,923,0.3,0.3,14.8,777,1324,536,0.4,0.4,6.7,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",12800,12200,10.4,15.4,3.09,327,7560,0.019086975,13.348125,0.208477471,1.452990472,1,21.5,0.688372093023256,0.311627906976744,0,0,68.8372093023256,31.1627906976744,0,0,0.019086975,6.96953231939388,76.1247118519304,10.9224992959859,"76.1247118519304:10.9224992959859:1",76.1247118519304,10.9224992959859,"76.1247118519304:10.9224992959859:1"
"52","52",48,8,14,2.2,"yes","2022",1851,2696,807,0.3,0.3,13.4,494,1025,515,0.5,0.5,4.3,0,0,0,0,0,1.3,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",12800,10200,13.3,21.6,3.345,335.5,7615,0.012538701,19.600159,0.245379712,1.688266248,1,19,0.705263157894737,0.226315789473684,0.068421052631579,0,70.5263157894737,22.6315789473684,6.8421052631579,0,0.012538701,6.88021937200741,134.644429913434,19.5697873328346,"134.644429913434:19.5697873328346:1",134.644429913434,19.5697873328346,"134.644429913434:19.5697873328346:1"
"53","53",48,8,14,2.2,"yes","2022",1875,2693,828,0.31,0.31,13.6,951,1491,584,0.39,0.39,8.3,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",12700,13500,8.61,14.5,3.84,320,7590,0.019109791,25.01685,0.20212179,1.393008679,1,21.9,0.621004566210046,0.378995433789954,0,0,62.1004566210046,37.8995433789954,0,0,0.019109791,6.89192728305048,72.8950242836251,10.5768707779169,"72.8950242836251:10.5768707779169:1",72.8950242836251,10.5768707779169,"72.8950242836251:10.5768707779169:1"
"54","54",48,8,14,2.2,"yes","2022",1928,2810,880,0.31,0.31,14,898,1508,593,0.39,0.39,7.8,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",10200,7570,14.5,13.3,3.01,271,6610,0.022144357,22.706252,0.208542719,1.55011192,1,21.8,0.642201834862385,0.357798165137615,0,0,64.2201834862385,35.7798165137615,0,0,0.022144357,7.43306660349048,70.0003129465444,9.41742038389284,"70.0003129465444:9.41742038389284:1",70.0003129465444,9.41742038389284,"70.0003129465444:9.41742038389284:1"
"55","55",48,14,14,0,"no","2022",679,1023,319,0.31,0.31,3.3,1283,3075,1795,0.58,0.58,7.4,3166,3166,1551,0.49,0.49,5.9,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",398,716,16.9,12.3,2.81,23.5,40.7,0.015573267,16.320903,0.194894299,1.520779431,1,16.6,0.198795180722892,0.44578313253012,0.355421686746988,0,19.8795180722892,44.578313253012,35.5421686746988,0,0.015573267,7.80309859653719,97.65320475145,12.5146701074347,"97.65320475145:12.5146701074347:1",97.65320475145,12.5146701074347,"97.65320475145:12.5146701074347:1"
"56","56",48,14,14,0,"no","2022",664,1024,297,0.29,0.29,3.2,1114,3034,1804,0.59,0.59,6.4,1269,2931,1378,0.47,0.47,4.9,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",361,654,12.9,12.6,4.17,23.6,33.7,0.024311904,17.26407,0.171481296,1.376359016,1,14.5,0.220689655172414,0.441379310344828,0.337931034482759,0,22.0689655172414,44.1379310344828,33.7931034482759,0,0.024311904,8.02629236018837,56.6125555612592,7.05338816737677,"56.6125555612592:7.05338816737677:1",56.6125555612592,7.05338816737677,"56.6125555612592:7.05338816737677:1"
"57","57",48,14,14,0,"no","2022",643,937,275,0.29,0.29,3.1,1208,2742,1570,0.57,0.57,7,1315,2876,1390,0.48,0.48,5.1,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",407.5,615,16.1,16.5,3.825,23.3,366.5,0.02095791,16.50227,0.324253067,2.088623196,1,15.2,0.203947368421053,0.460526315789474,0.335526315789474,0,20.3947368421053,46.0526315789474,33.5526315789474,0,0.02095791,6.4413367476336,99.6579905152756,15.4716318087061,"99.6579905152756:15.4716318087061:1",99.6579905152756,15.4716318087061,"99.6579905152756:15.4716318087061:1"
"58","58",48,14,14,0,"yes","2022",690,975,279,0.29,0.29,3.3,1101,2550,1457,0.57,0.57,6.4,1420,2786,1327,0.48,0.48,5.5,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",385,638,12.1,16.8,3.25,15.9,37.4,0.021231706,12.690047,0.170066599,1.377495825,1,15.2,0.217105263157895,0.421052631578947,0.361842105263158,0,21.7105263157895,42.1052631578947,36.1842105263158,0,0.021231706,8.0997434716737,64.879187051667,8.01002985817532,"64.879187051667:8.01002985817532:1",64.879187051667,8.01002985817532,"64.879187051667:8.01002985817532:1"
"59","59",48,14,14,0,"yes","2022",648,973,291,0.3,0.3,0,1112,2582,1470,0.57,0.57,0,1331,2866,1349,0.47,0.47,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",373,699,8.88,17.5,3.92,13,41.5,0.022258439,14.38095,0.168330856,1.430114359,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.022258439,8.49585389739835,64.2504336894425,7.562563394495,"64.2504336894425:7.562563394495:1",64.2504336894425,7.562563394495,"64.2504336894425:7.562563394495:1"
"60","60",48,14,14,0,"yes","2022",623,872,247,0.28,0.28,3,1152,2603,1474,0.57,0.57,6.7,1255,2519,1220,0.48,0.48,4.8,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",439,658,7.04,20.1,3.41,13.3,98.3,0.018128691,12.061855,0.166394133,1.437728256,1,14.5,0.206896551724138,0.462068965517241,0.331034482758621,0,20.6896551724138,46.2068965517241,33.1034482758621,0,0.018128691,8.64049849642235,79.3067881183479,9.17849683686484,"79.3067881183479:9.17849683686484:1",79.3067881183479,9.17849683686484,"79.3067881183479:9.17849683686484:1"
"61","61",48,9,15,55,"no","2022",1655,2295,642,0.28,0.28,40.4,0,0,0,0,0,0,622,1021,396,0.39,0.39,12.2,625,769,141,0.18,0.18,12.8,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",11900,13000,23.1,99.5,6.61,1.91,7170,0.082698778,75.492839,2.186940908,12.30933189,1,65.4,0.617737003058104,0,0.186544342507645,0.195718654434251,61.7737003058104,0,18.6544342507645,19.5718654434251,0.082698778,5.62856172518037,148.845390315199,26.4446580818885,"148.845390315199:26.4446580818885:1",148.845390315199,26.4446580818885,"148.845390315199:26.4446580818885:1"
"62","62",48,9,15,55,"no","2022",1781,2564,771,0.3,0.3,43.5,0,0,0,0,0,0,642,1022,372,0.36,0.36,12.5,674,898,225,0.25,0.25,13.8,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",10700,12900,22.8,96.4,9.56,13,6830,0.079517059,95.452878,2.376468629,13.52894783,1,69.8,0.623209169054441,0,0.179083094555874,0.197707736389685,62.3209169054441,0,17.9083094555874,19.7707736389685,0.079517059,5.69287878026519,170.138936224993,29.8862742018665,"170.138936224993:29.8862742018665:1",170.138936224993,29.8862742018665,"170.138936224993:29.8862742018665:1"
"63","63",48,9,15,55,"no","2022",1898,2484,601,0.24,0.24,46.3,0,0,0,0,0,0,648,1000,360,0.36,0.36,12.7,700,834,135,0.16,0.16,14.4,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",11800,5590,25.8,56.4,8.34,3.69,7140,0.101694488,87.814661,2.404966354,13.39914441,1,73.4,0.630790190735695,0,0.173024523160763,0.196185286103542,63.0790190735695,0,17.3024523160763,19.6185286103542,0.101694488,5.57144776171783,131.758806927668,23.648935171393,"131.758806927668:23.648935171393:1",131.758806927668,23.648935171393,"131.758806927668:23.648935171393:1"
"64","64",48,9,15,55,"yes","2022",1706,2347,649,0.28,0.28,41.7,0,0,0,0,0,0,613,1015,398,0.39,0.39,12,648,805,149,0.19,0.19,13.3,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",9350,12900,16.3,90,7.85,11.1,6160,0.079882119,105.162019,1.73579827,9.755801558,1,67,0.622388059701493,0,0.17910447761194,0.198507462686567,62.2388059701493,0,17.910447761194,19.8507462686567,0.079882119,5.62035446549903,122.12747583724,21.7294970605374,"122.12747583724:21.7294970605374:1",122.12747583724,21.7294970605374,"122.12747583724:21.7294970605374:1"
"65","65",48,9,15,55,"yes","2022",1781,2400,630,0.26,0.26,43.5,0,0,0,0,0,0,626,1011,393,0.39,0.39,12.2,677,806,136,0.17,0.17,13.9,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",4350,12800,21.4,88.1,4.19,1.16,3360,0.089145531,108.341362,1.606413424,9.61270988,1,69.6,0.625,0,0.175287356321839,0.199712643678161,62.5,0,17.5287356321839,19.9712643678161,0.089145531,5.98395763903925,107.831652043219,18.0201228932048,"107.831652043219:18.0201228932048:1",107.831652043219,18.0201228932048,"107.831652043219:18.0201228932048:1"
"66","66",48,9,15,55,"yes","2022",1657,2248,582,0.26,0.26,40.5,0,0,0,0,0,0,576,961,371,0.39,0.39,11.3,652,776,136,0.18,0.18,13.4,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",9360,12700,24,99.35,7.18,1.65,6250,0.10794615,98.723344,2.356407195,13.5274291,1,65.2,0.621165644171779,0,0.173312883435583,0.205521472392638,62.1165644171779,0,17.3312883435583,20.5521472392638,0.10794615,5.7407009827094,125.316457326176,21.8294695549587,"125.316457326176:21.8294695549587:1",125.316457326176,21.8294695549587,"125.316457326176:21.8294695549587:1"
"67","67",48,10,15,110,"no","2022",572,742,110,0.15,0.15,2.8,2779,5578,3284,0.59,0.59,16.1,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",1285,1450,8.07,19.3,3.93,13.65,939.5,0.020273422,14.722588,0.173256192,1.470307708,1,18.9,0.148148148148148,0.851851851851852,0,0,14.8148148148148,85.1851851851852,0,0,0.020273422,8.48632127387401,72.5239038579673,8.54597669796446,"72.5239038579673:8.54597669796446:1",72.5239038579673,8.54597669796446,"72.5239038579673:8.54597669796446:1"
"68","68",48,10,15,110,"no","2022",654,785,123,0.16,0.16,3.2,1850,4636,2779,0.6,0.6,10.7,576,604,0,0,0,2.2,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",456,2030,15.2,19.9,3.55,16.3,283,0.022737581,16.516041,0.237220377,2.227823287,1,16.1,0.198757763975155,0.664596273291925,0.136645962732919,0,19.8757763975155,66.4596273291925,13.6645962732919,0,0.022737581,9.39136559503908,97.9797845250117,10.4329645708574,"97.9797845250117:10.4329645708574:1",97.9797845250117,10.4329645708574,"97.9797845250117:10.4329645708574:1"
"69","69",48,10,15,110,"no","2022",582,700,107,0.15,0.15,2.8,2197,5289,3203,0.61,0.61,12.7,562,577,0,0,0,2.2,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",1730,2020,8.4,20,1.86,31.8,1220,0.021437052,16.487327,0.146925058,1.332076043,1,17.7,0.15819209039548,0.717514124293785,0.124293785310734,0,15.819209039548,71.7514124293785,12.4293785310734,0,0.021437052,9.06636390778216,62.1389565598852,6.85379025063707,"62.1389565598852:6.85379025063707:1",62.1389565598852,6.85379025063707,"62.1389565598852:6.85379025063707:1"
"70","70",48,10,15,110,"yes","2022",643,817,162,0.2,0.2,3.1,2277,6069,3677,0.61,0.61,13.2,536,541,0,0,0,2.1,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",1660,1180,8.89,20.9,2.68,12.2,1200,0.020661299,16.541239,0.156125817,1.419744641,1,18.4,0.168478260869565,0.717391304347826,0.114130434782609,0,16.8478260869565,71.7391304347826,11.4130434782609,0,0.020661299,9.09359302824337,68.7151684412485,7.55643761798326,"68.7151684412485:7.55643761798326:1",68.7151684412485,7.55643761798326,"68.7151684412485:7.55643761798326:1"
"71","71",48,10,15,110,"yes","2022",547,560,0,0,0,2.6,2425,6643,4149,0.62,0.62,14,540,559,0,0,0,2.1,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",1660,682,9.85,23.5,2.99,14.6,1210,0.028487284,15.594849,0.147929955,1.416890919,1,18.7,0.13903743315508,0.748663101604278,0.112299465240642,0,13.903743315508,74.8663101604278,11.2299465240642,0,0.028487284,9.57812039488554,49.7376625655152,5.1928416552452,"49.7376625655152:5.1928416552452:1",49.7376625655152,5.1928416552452,"49.7376625655152:5.1928416552452:1"
"72","72",48,10,15,110,"yes","2022",590,801,211,0.26,0.26,2.8,2293,5172,2919,0.56,0.56,13.3,605,1081,458,0.42,0.42,2.3,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",1680,2020,9.92,21,2.96,24.8,1190,0.019771463,14.677759,0.129687656,1.164213121,1,18.4,0.152173913043478,0.722826086956522,0.125,0,15.2173913043478,72.2826086956522,12.5,0,0.019771463,8.97705423097477,58.8835090756815,6.55933534104178,"58.8835090756815:6.55933534104178:1",58.8835090756815,6.55933534104178,"58.8835090756815:6.55933534104178:1"
"73","73",48,11,15,2.2,"no","2022",1461,1734,270,0.16,0.16,10.6,3053,6244,3159,0.51,0.51,26.5,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",294,775,13.2,38.7,4.91,5.83,14.7,0.026114391,20.41675,0.182971153,1.564487964,1,37.1,0.285714285714286,0.714285714285714,0,0,28.5714285714286,71.4285714285714,0,0,0.026114391,8.55046239993908,59.9090349838141,7.0065257504952,"59.9090349838141:7.0065257504952:1",59.9090349838141,7.0065257504952,"59.9090349838141:7.0065257504952:1"
"74","74",48,11,15,2.2,"no","2022",1572,1925,336,0.17,0.17,11.4,3564,7608,4003,0.53,0.53,30.9,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",331,646,14.95,38.85,5.34,4.41,18.5,0.032845195,26.108275,0.210069679,1.668999344,1,42.3,0.269503546099291,0.730496453900709,0,0,26.9503546099291,73.0496453900709,0,0,0.032845195,7.94497974169799,50.8141097655228,6.39575070265225,"50.8141097655228:6.39575070265225:1",50.8141097655228,6.39575070265225,"50.8141097655228:6.39575070265225:1"
"75","75",48,11,15,2.2,"no","2022",1444,1816,326,0.18,0.18,10.4,3393,7306,3730,0.51,0.51,29.5,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",263,702,14.9,44.6,4.95,5.39,11.1,0.037271554,21.669618,0.23998715,2.019629329,1,39.9,0.260651629072682,0.739348370927318,0,0,26.0651629072682,73.9348370927318,0,0,0.037271554,8.41557278795969,54.1868828168528,6.43888231759803,"54.1868828168528:6.43888231759803:1",54.1868828168528,6.43888231759803,"54.1868828168528:6.43888231759803:1"
"76","76",48,11,15,2.2,"yes","2022",1399,1610,279,0.17,0.17,10.1,3156,6593,3346,0.51,0.51,27.4,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",285,733,18.3,30.4,3.69,4.12,15.9,0.032160706,15.438387,0.184171814,1.533649415,1,37.5,0.269333333333333,0.730666666666667,0,0,26.9333333333333,73.0666666666667,0,0,0.032160706,8.32727539405134,47.6870568388642,5.72660979519542,"47.6870568388642:5.72660979519542:1",47.6870568388642,5.72660979519542,"47.6870568388642:5.72660979519542:1"
"77","77",48,11,15,2.2,"yes","2022",1304,1593,286,0.18,0.18,9.4,2775,5792,3015,0.52,0.52,24.1,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",351,659,12.6,37.1,3.9,2.37,18.8,0.02937712,20.942978,0.164629668,1.303449571,1,33.5,0.280597014925373,0.719402985074627,0,0,28.0597014925373,71.9402985074627,0,0,0.02937712,7.9174646151871,44.3695491933859,5.60400978720855,"44.3695491933859:5.60400978720855:1",44.3695491933859,5.60400978720855,"44.3695491933859:5.60400978720855:1"
"78","78",48,11,15,2.2,"yes","2022",1212,1480,263,0.18,0.18,8.8,2926,6006,3036,0.51,0.51,25.4,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",299,714,11,35.7,4.13,3.2,26.8,0.030746097,21.763671,0.180470627,1.504307985,1,34.2,0.257309941520468,0.742690058479532,0,0,25.7309941520468,74.2690058479532,0,0,0.030746097,8.335472702713,48.9267950010045,5.86970850316383,"48.9267950010045:5.86970850316383:1",48.9267950010045,5.86970850316383,"48.9267950010045:5.86970850316383:1"
"79","79",48,12,15,16,"no","2022",1506,2510,899,0.36,0.36,7.3,1423,3973,2494,0.63,0.63,8.2,754,749,0,0,0,2.9,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",2270,2570,8.11,25.3,3.64,15.2,1670,0.03914249,22.267045,0.182496104,1.398947984,1,18.4,0.396739130434783,0.445652173913043,0.157608695652174,0,39.6739130434783,44.5652173913043,15.7608695652174,0,0.03914249,7.66563205097244,35.7398822609395,4.6623529571062,"35.7398822609395:4.6623529571062:1",35.7398822609395,4.6623529571062,"35.7398822609395:4.6623529571062:1"
"80","80",48,12,15,16,"no","2022",1688,2663,926,0.35,0.36,5.4,1883,4128,2279,0.55,0.57,7.3,1151,1793,650,0.36,0.37,3,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",2340,2150,13.95,23.6,4.145,26.05,1720,0.023125457,27.592613,0.206420682,1.602320522,1,15.7,0.343949044585987,0.464968152866242,0.191082802547771,0,34.3949044585987,46.4968152866242,19.1082802547771,0,0.023125457,7.76240300378428,69.2881668024982,8.92612336266479,"69.2881668024982:8.92612336266479:1",69.2881668024982,8.92612336266479,"69.2881668024982:8.92612336266479:1"
"81","81",48,12,15,16,"no","2022",1873,3181,1171,0.37,0.37,6,1979,4446,2451,0.55,0.55,7.6,1208,1847,653,0.35,0.35,3.1,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",2370,2850,12.9,28.8,4.06,17.6,1820,0.052010875,26.452257,0.184338875,1.502333432,1,16.7,0.359281437125749,0.455089820359281,0.18562874251497,0,35.9281437125749,45.5089820359281,18.562874251497,0,0.052010875,8.14984593998417,28.8849866878802,3.54423714271294,"28.8849866878802:3.54423714271294:1",28.8849866878802,3.54423714271294,"28.8849866878802:3.54423714271294:1"
"82","82",48,12,15,16,"yes","2022",1995,3275,1150,0.35,0.35,6.4,2204,5830,3509,0.6,0.6,8.5,1019,1043,0,0,0,2.6,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",2310,2840,10.7,36.5,3.14,5.64,1730,0.041583832,24.471577,0.229003672,2.080904394,1,17.5,0.365714285714286,0.485714285714286,0.148571428571429,0,36.5714285714286,48.5714285714286,14.8571428571429,0,0.041583832,9.08677304528113,50.0411889409326,5.5070362923744,"50.0411889409326:5.5070362923744:1",50.0411889409326,5.5070362923744,"50.0411889409326:5.5070362923744:1"
"83","83",48,12,15,16,"yes","2022",1398,2535,905,0.36,0.36,6.7,1582,4895,3073,0.63,0.63,9.2,756,734,0,0,0,2.9,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",2420,2890,12.9,32.95,3.715,15.4,1810,0.021802113,19.184392,0.206799153,1.730540842,1,18.8,0.356382978723404,0.48936170212766,0.154255319148936,0,35.6382978723404,48.936170212766,15.4255319148936,0,0.021802113,8.36822016384177,79.374913890227,9.48528030287707,"79.374913890227:9.48528030287707:1",79.374913890227,9.48528030287707,"79.374913890227:9.48528030287707:1"
